label_value,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,International,Unemployment rate,Inflation rate,GDP,Age Code,Nationality
1,1,17,1,9991,0,34,34,0,0,161.8,1,0,1,1,1,0,0,7.6,2.6,0.32,1,1
1,1,1,3,9773,1,19,19,5,5,157.0,1,0,0,0,0,0,0,13.9,-0.3,0.79,1,1
0,1,1,1,9254,1,1,19,4,4,116.9,0,0,0,1,1,0,0,8.9,1.4,3.51,1,1
0,1,1,2,9500,1,37,37,9,8,130.2,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,44,1,9003,1,1,3,4,2,180.0,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
1,1,1,1,9238,1,38,19,8,10,110.8,1,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
1,1,1,1,9085,1,38,19,4,90,127.2,0,0,1,0,1,0,0,7.6,2.6,0.32,1,1
1,1,1,1,171,1,3,1,4,4,162.2,1,0,1,0,0,0,0,12.4,0.5,1.79,1,1
0,1,1,1,9147,1,5,1,1,5,144.6,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
1,2,43,3,9991,0,37,37,9,9,128.2,1,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9085,1,1,1,9,9,127.7,1,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,171,1,19,37,7,7,136.1,1,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
0,1,1,4,9500,1,1,1,4,7,109.3,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,7,1,8014,0,19,37,5,3,121.3,0,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,2,39,1,9003,1,37,19,9,4,140.0,0,0,1,1,0,0,0,11.1,0.6,2.02,1,1
1,1,43,1,9500,1,34,34,0,0,110.0,1,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,1,5,9500,1,37,37,9,9,128.8,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,17,2,9773,1,19,38,9,8,118.7,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,1,3,9147,1,1,1,5,7,133.2,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
0,1,1,1,9238,1,1,1,1,1,115.1,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,1,39,2,9670,1,34,34,0,0,100.0,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,17,2,9773,1,2,1,2,7,126.2,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,1,1,4,9500,1,38,38,9,8,129.8,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
1,1,17,1,171,1,38,38,7,7,127.3,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,17,1,9670,1,19,19,7,7,124.4,0,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,44,1,9670,1,37,1,9,4,110.0,0,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,1,1,9147,1,37,37,9,9,134.6,0,0,0,1,1,0,1,9.4,-0.8,-3.12,1,103
1,1,17,4,9147,1,38,19,5,5,120.8,1,0,0,1,1,1,0,11.1,0.6,2.02,1,1
0,1,1,2,9238,1,38,1,4,10,129.4,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9147,1,3,19,2,10,128.8,0,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
1,1,17,4,9670,1,1,1,4,7,115.2,0,0,0,0,0,0,0,10.8,1.4,1.74,1,1
0,1,7,1,9500,1,37,37,4,4,140.0,0,0,0,1,0,0,0,10.8,1.4,1.74,1,1
0,1,39,1,9500,1,1,5,4,3,100.0,0,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9238,1,3,1,4,9,128.6,0,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,1,2,171,1,38,19,9,9,117.3,1,0,0,1,1,1,0,10.8,1.4,1.74,1,1
1,1,17,2,9773,1,3,1,2,7,124.0,1,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
0,1,17,1,9254,1,19,1,5,7,120.7,1,0,1,1,0,0,0,13.9,-0.3,0.79,1,1
0,1,17,1,9254,1,19,37,5,3,152.0,0,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9670,1,37,37,5,5,124.0,0,0,0,1,0,0,0,12.4,0.5,1.79,1,1
1,1,39,1,9670,1,1,1,4,7,100.0,0,0,1,0,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,3,9773,1,1,1,3,5,130.1,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
1,1,39,1,9130,1,1,1,4,10,110.0,0,0,1,1,1,0,0,9.4,-0.8,-3.12,1,1
1,1,1,3,9238,1,19,19,9,9,117.0,1,0,1,1,0,0,0,12.4,0.5,1.79,1,1
1,2,17,3,8014,0,19,37,3,3,113.2,0,0,1,0,0,0,0,7.6,2.6,0.32,1,1
1,1,18,1,9119,1,19,1,90,3,116.1,1,0,1,0,1,0,0,9.4,-0.8,-3.12,1,1
0,1,43,2,9238,1,19,19,4,5,120.6,1,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
1,1,1,1,171,1,37,37,9,9,152.7,1,0,1,0,1,0,1,7.6,2.6,0.32,1,41
1,3,1,2,9085,1,19,1,4,4,129.4,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
0,1,1,3,9147,1,1,38,3,8,109.8,1,0,0,1,0,1,0,8.9,1.4,3.51,1,1
1,1,17,2,8014,0,19,1,5,5,119.7,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
0,1,43,1,9085,1,38,37,6,6,150.0,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
1,1,1,6,9500,1,1,37,7,7,123.5,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
1,1,39,1,9003,1,37,38,4,9,110.0,0,0,1,0,0,0,0,11.1,0.6,2.02,0,1
1,1,43,1,9991,0,3,4,2,2,133.9,0,0,0,0,1,0,0,7.6,2.6,0.32,1,1
0,1,1,5,9254,1,3,19,3,9,98.9,1,0,0,1,1,0,0,12.4,0.5,1.79,1,1
0,1,17,1,9254,1,1,19,3,3,109.4,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,1,16,1,9070,1,1,1,4,4,120.8,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,1,1,2,9556,1,1,19,4,5,130.5,1,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
0,2,43,1,9991,0,37,37,9,7,113.5,0,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,17,2,9238,1,37,37,3,9,119.7,0,1,0,1,0,1,0,15.5,2.8,-4.06,1,1
1,1,39,1,8014,0,37,37,90,5,115.5,0,0,0,0,1,0,0,10.8,1.4,1.74,1,1
0,1,17,1,9085,1,2,3,2,2,116.1,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,2,1,1,9991,0,19,19,9,9,151.4,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,6,9500,1,37,37,9,8,127.2,1,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
0,4,43,1,9500,1,34,34,0,0,110.0,0,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,51,1,9991,0,1,1,5,3,120.6,1,0,0,1,1,0,0,11.1,0.6,2.02,1,1
0,1,17,4,9085,1,38,38,151,151,141.6,0,0,0,1,1,0,0,7.6,2.6,0.32,1,1
1,1,44,1,9070,1,19,1,9,3,120.0,1,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
1,2,39,1,9853,1,37,37,5,5,116.5,0,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
1,1,1,5,9254,1,3,19,3,9,114.8,1,0,0,0,1,0,0,8.9,1.4,3.51,1,1
0,2,43,1,9070,1,37,37,6,6,140.0,1,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,51,1,9773,1,1,42,5,3,110.0,1,0,0,1,1,0,0,11.1,0.6,2.02,1,1
0,1,1,1,9773,1,19,19,7,5,135.1,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,17,2,9070,1,37,37,9,9,123.7,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,17,4,9070,1,1,1,9,10,136.1,1,0,1,0,1,0,0,11.1,0.6,2.02,1,1
0,1,1,1,9238,1,37,38,9,9,125.0,1,0,1,0,0,1,0,10.8,1.4,1.74,1,1
0,1,17,4,9085,1,19,37,4,7,123.7,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,2,39,1,8014,0,37,37,7,5,143.0,0,0,0,1,0,0,0,12.7,3.7,-1.7,0,1
0,1,43,1,9853,1,37,37,6,6,125.2,0,0,1,1,0,0,0,12.4,0.5,1.79,0,1
0,1,1,2,9670,1,1,19,4,7,135.9,1,0,0,1,0,1,0,8.9,1.4,3.51,1,1
1,1,17,3,9119,1,37,37,9,7,118.4,0,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,2,39,1,8014,0,37,37,9,6,117.0,0,0,0,1,1,0,0,10.8,1.4,1.74,1,1
0,1,1,1,9238,1,1,37,5,7,128.0,0,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
0,1,1,1,9147,1,38,38,7,7,147.0,0,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
1,1,17,1,9254,1,1,1,9,10,142.7,0,0,1,1,0,0,0,7.6,2.6,0.32,1,1
1,2,39,1,9853,1,37,19,3,7,100.0,0,0,0,1,0,0,0,7.6,2.6,0.32,0,1
1,1,1,1,9500,1,1,19,9,8,116.7,1,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
0,1,15,1,9853,1,43,1,153,135,128.2,0,0,0,1,0,0,1,8.9,1.4,3.51,1,41
1,2,39,1,9500,1,1,1,4,6,140.0,0,0,1,0,0,0,0,13.9,-0.3,0.79,1,1
1,1,1,5,9147,1,19,3,9,9,123.2,1,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
1,1,39,1,9500,1,19,19,3,7,129.0,0,0,1,0,0,0,0,12.4,0.5,1.79,1,1
0,1,1,1,9773,1,19,37,4,7,141.3,0,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,17,6,9119,1,19,19,4,0,126.1,1,0,0,1,1,0,0,7.6,2.6,0.32,1,1
1,1,43,1,33,1,38,38,4,4,140.0,0,0,1,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,1,3,9238,1,1,12,9,10,121.0,1,0,0,1,0,1,0,12.4,0.5,1.79,1,1
0,1,1,2,9773,1,1,19,9,9,141.7,0,0,0,1,0,0,0,10.8,1.4,1.74,1,1
0,1,1,1,9238,1,37,38,9,9,126.1,0,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
1,1,18,4,9254,1,37,37,9,9,113.1,1,0,0,0,1,0,0,15.5,2.8,-4.06,1,1
0,1,1,1,9130,1,19,38,9,9,130.4,1,0,0,1,1,0,0,8.9,1.4,3.51,1,1
1,1,44,1,9003,1,1,19,3,9,140.0,1,0,1,0,0,0,0,12.4,0.5,1.79,1,1
1,1,39,1,9991,0,37,1,5,4,151.2,0,0,0,1,1,0,0,12.4,0.5,1.79,1,1
1,1,17,4,9119,1,34,36,0,5,118.9,1,0,0,1,1,0,0,7.6,2.6,0.32,1,1
1,1,1,1,171,1,37,37,9,8,129.0,1,0,1,0,0,1,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9238,1,38,38,7,8,126.7,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,42,1,9500,1,1,3,9,10,128.2,1,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
0,1,1,3,9773,1,19,38,9,7,113.0,1,0,0,1,1,0,0,11.1,0.6,2.02,1,1
0,1,1,1,171,1,38,19,9,9,137.8,1,0,0,1,1,1,0,13.9,-0.3,0.79,1,1
0,1,1,4,9500,1,19,38,9,10,116.7,1,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
1,1,39,1,9003,1,37,37,9,9,130.0,0,0,0,1,0,0,0,11.1,0.6,2.02,0,1
0,1,17,1,9238,1,1,1,3,3,119.2,1,0,0,1,0,1,0,8.9,1.4,3.51,1,1
0,1,1,1,9238,1,1,19,9,9,129.3,0,0,1,1,0,1,0,10.8,1.4,1.74,1,1
0,1,1,1,9254,1,37,19,9,9,137.0,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
0,1,17,6,9500,1,38,1,9,10,127.3,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,1,44,1,9003,1,19,38,6,7,140.0,1,0,0,1,1,0,0,12.4,0.5,1.79,1,1
0,2,39,1,9130,1,2,1,2,9,157.0,1,0,0,1,1,0,0,10.8,1.4,1.74,0,1
0,1,1,4,9500,1,19,19,7,7,129.5,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,17,1,9500,1,1,1,9,9,127.9,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,2,39,1,8014,0,34,34,99,99,114.8,0,0,0,1,0,0,0,7.6,2.6,0.32,0,1
0,1,17,3,9500,1,38,19,9,8,128.8,1,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
0,1,1,4,9773,1,19,19,9,7,121.0,1,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,1,1,1,9254,1,3,2,4,5,112.6,0,0,0,1,1,1,0,8.9,1.4,3.51,1,1
0,1,17,4,9254,1,38,38,5,5,115.6,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,17,3,9500,1,1,1,9,9,128.5,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,1,2,9500,1,1,38,4,7,124.3,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
1,1,42,1,9853,1,37,38,3,3,113.7,0,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,9003,1,38,1,9,4,138.3,0,0,0,1,1,0,0,12.4,0.5,1.79,1,1
0,1,1,1,9254,1,19,1,3,7,121.0,0,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
1,1,39,1,9556,1,37,38,9,9,120.0,0,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
1,1,1,1,9085,1,1,1,4,9,116.7,1,0,0,1,1,1,0,12.4,0.5,1.79,1,1
0,2,43,1,9991,0,37,37,9,9,132.5,0,0,0,1,1,0,0,9.4,-0.8,-3.12,1,1
0,1,44,1,9070,1,1,1,9,8,144.3,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
1,1,7,1,9500,1,3,19,2,6,140.0,0,0,0,1,1,0,0,12.4,0.5,1.79,1,1
1,1,1,1,9670,1,1,1,90,90,119.0,1,0,1,1,1,0,0,10.8,1.4,1.74,1,1
0,1,1,1,9773,1,38,38,9,9,145.0,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
0,1,51,1,9238,1,3,19,2,1,116.1,0,0,1,1,0,0,0,11.1,0.6,2.02,1,1
1,1,51,1,9070,1,1,1,4,4,120.0,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,1,1,1,9773,1,38,38,9,9,133.4,1,0,0,1,1,1,0,13.9,-0.3,0.79,1,1
1,1,17,4,9254,1,19,1,5,5,130.0,1,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
1,1,1,3,9773,1,3,1,5,3,129.0,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
1,1,51,1,8014,0,1,1,4,4,128.5,0,0,1,0,1,0,0,12.4,0.5,1.79,1,1
0,1,17,1,9070,1,19,38,4,0,117.6,1,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,18,2,9147,1,37,38,191,143,101.7,1,0,0,1,0,1,0,8.9,1.4,3.51,1,1
0,1,17,1,9500,1,19,37,4,8,136.8,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,1,1,9147,1,3,19,3,3,151.1,0,0,1,1,1,0,0,16.2,0.3,-0.92,1,1
1,1,17,1,9147,1,38,38,9,8,118.3,0,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
0,1,1,1,171,1,3,1,4,3,149.9,1,0,0,0,0,0,0,16.2,0.3,-0.92,1,1
0,1,17,4,9238,1,19,19,5,8,117.7,1,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
1,1,39,1,9085,1,38,38,9,10,150.0,0,0,0,1,1,0,0,16.2,0.3,-0.92,0,1
0,1,1,1,9254,1,1,1,9,9,126.5,1,0,0,1,0,1,1,8.9,1.4,3.51,1,41
1,1,7,1,9147,1,6,27,1,7,150.0,0,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
1,1,17,1,9130,1,19,3,3,2,121.6,1,0,1,1,0,1,0,7.6,2.6,0.32,1,1
0,1,1,3,9085,1,1,38,9,90,128.2,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,2,44,1,9003,1,37,37,4,7,140.0,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,16,1,9500,1,37,37,9,9,95.0,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,1,1,2,9254,1,1,38,2,8,122.3,1,0,0,1,1,1,0,8.9,1.4,3.51,1,1
0,1,17,2,9500,1,19,19,5,5,114.5,1,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
0,1,1,1,9085,1,3,3,6,6,137.6,1,0,0,1,0,1,1,10.8,1.4,1.74,1,13
1,2,39,1,9119,1,37,38,9,10,145.4,0,0,1,1,1,0,0,16.2,0.3,-0.92,0,1
0,1,17,3,9254,1,19,1,4,4,115.9,1,0,0,1,1,1,0,8.9,1.4,3.51,1,1
0,1,1,1,9773,1,3,19,4,5,105.0,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
1,1,7,1,9003,1,1,38,9,7,130.0,1,0,0,0,1,0,0,15.5,2.8,-4.06,1,1
0,1,1,1,9853,1,1,19,9,4,139.7,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,2,39,1,9500,1,37,37,9,9,129.0,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9500,1,19,19,5,7,117.8,0,0,0,1,0,1,0,12.4,0.5,1.79,1,1
1,1,17,2,9500,1,38,1,5,7,118.4,1,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
0,1,1,2,9085,1,3,3,5,2,153.9,1,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,1,44,1,9238,1,1,37,4,8,145.6,1,0,0,1,0,1,0,13.9,-0.3,0.79,1,1
0,1,1,1,9853,1,1,19,3,3,122.9,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,1,18,2,9853,1,19,37,9,4,113.7,1,0,1,0,0,0,0,12.4,0.5,1.79,1,1
0,2,39,1,9991,0,37,37,9,7,114.8,0,0,1,1,1,0,0,16.2,0.3,-0.92,0,1
0,1,1,1,9254,1,37,1,9,3,126.1,1,0,0,1,1,0,1,7.6,2.6,0.32,1,2
0,1,39,1,9147,1,37,1,7,3,148.8,0,0,0,1,1,1,0,12.7,3.7,-1.7,1,1
0,1,1,1,9500,1,19,1,9,5,123.4,0,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,1,1,8014,0,38,38,9,7,115.0,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
0,1,17,4,9500,1,3,1,2,5,134.5,1,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
0,2,39,2,9254,1,19,19,9,5,123.5,0,0,0,1,1,0,0,12.4,0.5,1.79,1,1
0,1,1,1,9254,1,1,1,3,3,112.4,1,0,0,1,1,0,0,12.4,0.5,1.79,1,1
0,1,1,1,9991,0,2,37,3,9,131.4,0,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
1,1,17,2,9556,1,37,37,5,5,111.3,1,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
0,1,1,1,9670,1,1,1,9,1,103.0,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,44,1,9003,1,1,19,3,10,130.0,1,0,0,1,1,0,0,12.4,0.5,1.79,1,1
1,1,53,1,9238,1,1,19,5,5,128.3,0,0,1,0,0,0,0,8.9,1.4,3.51,1,1
0,1,39,1,8014,0,38,38,9,9,148.5,0,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,1,1,9500,1,19,19,9,6,135.0,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
1,1,17,2,9773,1,1,1,5,5,119.6,1,0,0,1,0,1,0,7.6,2.6,0.32,1,1
0,1,44,1,9070,1,3,38,3,9,120.0,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,1,3,9147,1,38,19,9,10,125.0,1,0,0,1,0,0,0,9.4,-0.8,-3.12,1,1
1,1,17,1,9670,1,37,38,8,7,115.2,1,0,0,1,0,1,0,7.6,2.6,0.32,1,1
0,1,44,1,9991,0,37,37,7,7,120.0,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
0,1,17,1,9085,1,3,19,5,5,130.8,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
1,1,17,5,9254,1,38,1,5,9,109.5,0,0,0,1,1,0,0,10.8,1.4,1.74,1,1
1,1,39,1,9556,1,3,3,4,4,169.2,0,0,1,0,0,0,1,12.4,0.5,1.79,0,6
0,1,17,4,9853,1,19,38,4,1,128.5,1,0,0,1,0,0,0,10.8,1.4,1.74,1,1
1,1,39,1,9003,1,19,37,9,7,110.0,1,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
0,1,43,1,8014,0,19,37,4,10,100.0,0,0,0,1,1,0,0,12.7,3.7,-1.7,0,1
0,1,17,5,9500,1,3,38,2,1,119.8,0,0,0,1,1,0,0,10.8,1.4,1.74,1,1
1,1,17,2,9670,1,34,37,0,0,114.6,1,0,1,0,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9147,1,38,38,9,9,99.6,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
1,1,17,1,9130,1,19,19,4,4,113.5,1,0,0,1,0,0,0,8.9,1.4,3.51,1,1
0,1,1,1,9500,1,19,37,4,9,141.0,0,0,0,1,1,0,0,7.6,2.6,0.32,1,1
1,2,2,1,9147,1,37,37,9,9,120.0,0,0,0,0,1,0,0,9.4,-0.8,-3.12,0,1
1,1,1,1,9238,1,12,38,4,9,107.0,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,1,1,1,9853,1,3,19,2,3,112.9,0,0,0,1,0,0,0,16.2,0.3,-0.92,1,1
0,1,1,1,171,1,1,19,10,5,150.6,1,0,0,1,1,0,0,10.8,1.4,1.74,1,1
1,1,1,1,9147,1,19,19,5,5,129.8,1,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,2,9500,1,37,37,7,7,116.5,1,0,0,1,0,1,0,11.1,0.6,2.02,1,1
0,1,7,1,9119,1,3,1,2,5,140.0,0,0,0,1,1,0,0,11.1,0.6,2.02,1,1
1,1,39,1,9556,1,19,19,4,5,122.8,0,0,0,1,0,0,0,13.9,-0.3,0.79,1,1
1,1,43,4,9085,1,34,34,99,99,125.2,0,0,0,1,0,0,0,7.6,2.6,0.32,1,1
0,1,1,1,9773,1,19,38,3,5,115.9,0,0,0,1,0,0,0,10.8,1.4,1.74,1,1
0,1,17,1,171,1,37,37,9,9,132.9,0,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
0,1,1,4,9500,1,19,19,1,1,125.5,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
0,2,39,1,9853,1,37,19,7,3,140.0,0,0,1,1,0,1,0,9.4,-0.8,-3.12,1,1
1,1,39,1,9556,1,37,38,9,9,106.0,1,0,1,0,0,1,0,8.9,1.4,3.51,1,1
0,1,10,2,9085,1,19,1,4,9,163.3,0,0,0,1,0,0,1,12.4,0.5,1.79,1,22
0,1,16,2,9238,1,19,37,9,7,127.3,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,1,16,2,9085,1,37,37,9,9,123.4,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
0,2,39,1,9003,1,3,19,4,6,150.0,0,0,0,1,1,0,0,16.2,0.3,-0.92,1,1
1,1,39,1,9238,1,34,34,0,0,118.0,0,0,0,1,0,0,0,7.6,2.6,0.32,0,1
0,1,1,2,9070,1,2,1,9,1,168.5,1,0,0,1,1,0,1,16.2,0.3,-0.92,1,101
0,1,18,1,9670,1,19,3,9,7,120.0,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
1,2,39,1,9670,1,19,38,9,9,162.3,0,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
0,1,44,1,9003,1,1,1,4,3,140.0,1,0,0,1,0,0,0,12.4,0.5,1.79,1,1
0,1,1,1,9500,1,19,38,9,9,119.3,1,0,0,1,0,1,0,12.7,3.7,-1.7,1,1
1,1,1,1,9254,1,19,9,0,0,121.5,1,0,0,1,0,1,0,7.6,2.6,0.32,1,1
0,1,1,1,9670,1,19,19,5,9,131.3,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,2,1,1,9070,1,12,19,9,9,123.2,0,0,0,1,0,1,0,11.1,0.6,2.02,1,1
1,1,1,1,9070,1,19,19,9,7,113.9,1,0,0,1,1,0,0,12.4,0.5,1.79,1,1
0,1,1,2,9500,1,19,38,7,9,125.5,1,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
0,1,1,2,9500,1,19,38,9,9,126.5,1,0,0,1,0,0,0,12.7,3.7,-1.7,1,1
1,1,44,1,9003,1,19,38,9,10,140.0,0,0,0,1,1,0,0,13.9,-0.3,0.79,1,1
1,1,1,1,171,1,1,1,4,3,126.3,1,0,1,1,1,0,0,16.2,0.3,-0.92,1,1
1,1,1,2,9238,1,19,1,9,8,110.0,1,0,1,0,0,0,0,11.1,0.6,2.02,1,1
1,1,1,3,9773,1,38,38,9,7,134.1,1,0,0,1,1,1,0,10.8,1.4,1.74,1,1
0,2,39,1,9003,1,38,37,9,9,144.0,0,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
0,1,1,1,9773,1,1,3,3,3,135.8,1,0,0,1,0,0,0,11.1,0.6,2.02,1,1
0,1,43,5,9238,1,37,19,9,7,119.9,1,0,1,0,0,0,1,9.4,-0.8,-3.12,1,24
0,1,39,1,8014,0,34,34,0,0,126.3,0,0,0,1,0,0,0,7.6,2.6,0.32,0,1
1,1,1,3,9147,1,38,38,9,9,127.3,1,0,0,1,1,0,0,12.7,3.7,-1.7,1,1
0,1,1,2,9500,1,3,3,2,2,127.5,1,0,0,1,0,1,0,16.2,0.3,-0.92,1,1
1,1,39,1,9003,1,37,37,4,7,130.0,0,0,1,0,1,0,0,16.2,0.3,-0.92,1,1
0,1,17,2,9556,1,19,38,4,8,118.3,1,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
0,1,1,3,9500,1,19,19,5,4,131.5,1,0,0,1,0,1,0,9.4,-0.8,-3.12,1,1
1,2,39,1,9991,0,37,1,9,4,138.4,0,0,0,1,1,0,0,7.6,2.6,0.32,1,1
0,1,17,5,9500,1,19,19,9,7,131.9,1,0,0,1,0,1,0,15.5,2.8,-4.06,1,1
1,1,44,1,9003,1,3,2,2,2,150.0,0,0,0,1,1,0,0,15.5,2.8,-4.06,1,1
0,1,44,1,9003,1,1,19,4,10,150.0,0,0,0,1,1,1,0,15.5,2.8,-4.06,1,1
0,1,1,1,171,1,19,19,5,5,134.6,1,0,0,1,0,1,0,10.8,1.4,1.74,1,1
0,2,1,4,9500,1,38,38,5,5,128.7,1,0,0,1,0,0,0,15.5,2.8,-4.06,1,1
